Year,Series,flokkur,eind,Value
2004,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,1.0
2004,Løgting,Sambandsflokkurin,Tal av sætum,7.0
2008,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,14.3
2008,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,1.0
2008,Løgting,Sambandsflokkurin,Tal av sætum,7.0
2011,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,25.0
2011,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,2.0
2011,Løgting,Sambandsflokkurin,Tal av sætum,8.0
2012,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,
2012,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,
2012,Løgting,Sambandsflokkurin,Tal av sætum,
2015,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,0.0
2015,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,0.0
2015,Løgting,Sambandsflokkurin,Tal av sætum,6.0
2016,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,
2016,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,
2016,Løgting,Sambandsflokkurin,Tal av sætum,
2019,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,14.3
2019,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,1.0
2019,Løgting,Sambandsflokkurin,Tal av sætum,7.0
2020,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,
2020,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,
2020,Løgting,Sambandsflokkurin,Tal av sætum,
2022,Løgting,Sambandsflokkurin,Partur av sætum hjá kvinnum,14.3
2022,Løgting,Sambandsflokkurin,Tal av sætum hjá kvinnum,1.0
2022,Løgting,Sambandsflokkurin,Tal av sætum,7.0
1984,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
1984,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
1984,Løgting,Sjálvstýri,Tal av sætum,2.0
1988,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
1988,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
1988,Løgting,Sjálvstýri,Tal av sætum,2.0
1990,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,33.3
1990,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,1.0
1990,Løgting,Sjálvstýri,Tal av sætum,3.0
1992,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
1992,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
1992,Løgting,Sjálvstýri,Tal av sætum,
1994,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,50.0
1994,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,1.0
1994,Løgting,Sjálvstýri,Tal av sætum,2.0
1996,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
1996,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
1996,Løgting,Sjálvstýri,Tal av sætum,
1998,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,50.0
1998,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,1.0
1998,Løgting,Sjálvstýri,Tal av sætum,2.0
2000,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
2000,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
2000,Løgting,Sjálvstýri,Tal av sætum,
2002,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
2002,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
2002,Løgting,Sjálvstýri,Tal av sætum,1.0
2004,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
2004,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
2004,Løgting,Sjálvstýri,Tal av sætum,1.0
2008,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
2008,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
2008,Løgting,Sjálvstýri,Tal av sætum,2.0
2011,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
2011,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
2011,Løgting,Sjálvstýri,Tal av sætum,1.0
2012,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
2012,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
2012,Løgting,Sjálvstýri,Tal av sætum,
2015,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
2015,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
2015,Løgting,Sjálvstýri,Tal av sætum,2.0
2016,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
2016,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
2016,Løgting,Sjálvstýri,Tal av sætum,
2019,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,0.0
2019,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,0.0
2019,Løgting,Sjálvstýri,Tal av sætum,1.0
2020,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
2020,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
2020,Løgting,Sjálvstýri,Tal av sætum,
2022,Løgting,Sjálvstýri,Partur av sætum hjá kvinnum,
2022,Løgting,Sjálvstýri,Tal av sætum hjá kvinnum,
2022,Løgting,Sjálvstýri,Tal av sætum,
1984,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,16.7
1984,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,1.0
1984,Løgting,Tjóðveldi,Tal av sætum,6.0
1988,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,33.3
1988,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,2.0
1988,Løgting,Tjóðveldi,Tal av sætum,6.0
1990,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,0.0
1990,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,0.0
1990,Løgting,Tjóðveldi,Tal av sætum,4.0
1992,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,
1992,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,
1992,Løgting,Tjóðveldi,Tal av sætum,
1994,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,0.0
1994,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,0.0
1994,Løgting,Tjóðveldi,Tal av sætum,4.0
1996,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,
1996,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,
1996,Løgting,Tjóðveldi,Tal av sætum,
1998,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,12.5
1998,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,1.0
1998,Løgting,Tjóðveldi,Tal av sætum,8.0
2000,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,
2000,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,
2000,Løgting,Tjóðveldi,Tal av sætum,
2002,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,25.0
2002,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,2.0
2002,Løgting,Tjóðveldi,Tal av sætum,8.0
2004,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,25.0
2004,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,2.0
2004,Løgting,Tjóðveldi,Tal av sætum,8.0
2008,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,37.5
2008,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,3.0
2008,Løgting,Tjóðveldi,Tal av sætum,8.0
2011,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,66.7
2011,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,4.0
2011,Løgting,Tjóðveldi,Tal av sætum,6.0
2012,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,
2012,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,
2012,Løgting,Tjóðveldi,Tal av sætum,
2015,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,57.1
2015,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,4.0
2015,Løgting,Tjóðveldi,Tal av sætum,7.0
2016,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,
2016,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,
2016,Løgting,Tjóðveldi,Tal av sætum,
2019,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,83.3
2019,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,5.0
2019,Løgting,Tjóðveldi,Tal av sætum,6.0
2020,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,
2020,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,
2020,Løgting,Tjóðveldi,Tal av sætum,
2022,Løgting,Tjóðveldi,Partur av sætum hjá kvinnum,66.7
2022,Løgting,Tjóðveldi,Tal av sætum hjá kvinnum,4.0
2022,Løgting,Tjóðveldi,Tal av sætum,6.0
1984,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
1984,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
1984,Løgting,Verkamannafylkingin,Tal av sætum,
1988,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
1988,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
1988,Løgting,Verkamannafylkingin,Tal av sætum,
1990,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
1990,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
1990,Løgting,Verkamannafylkingin,Tal av sætum,
1992,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
1992,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
1992,Løgting,Verkamannafylkingin,Tal av sætum,
1994,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,33.3
1994,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,1.0
1994,Løgting,Verkamannafylkingin,Tal av sætum,3.0
1996,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
1996,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
1996,Løgting,Verkamannafylkingin,Tal av sætum,
1998,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
1998,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
1998,Løgting,Verkamannafylkingin,Tal av sætum,
2000,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2000,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2000,Løgting,Verkamannafylkingin,Tal av sætum,
2002,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2002,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2002,Løgting,Verkamannafylkingin,Tal av sætum,
2004,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2004,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2004,Løgting,Verkamannafylkingin,Tal av sætum,
2008,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2008,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2008,Løgting,Verkamannafylkingin,Tal av sætum,
2011,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2011,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2011,Løgting,Verkamannafylkingin,Tal av sætum,
2012,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2012,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2012,Løgting,Verkamannafylkingin,Tal av sætum,
2015,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2015,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2015,Løgting,Verkamannafylkingin,Tal av sætum,
2016,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2016,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2016,Løgting,Verkamannafylkingin,Tal av sætum,
2019,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2019,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2019,Løgting,Verkamannafylkingin,Tal av sætum,
2020,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2020,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2020,Løgting,Verkamannafylkingin,Tal av sætum,
2022,Løgting,Verkamannafylkingin,Partur av sætum hjá kvinnum,
2022,Løgting,Verkamannafylkingin,Tal av sætum hjá kvinnum,
2022,Løgting,Verkamannafylkingin,Tal av sætum,
1984,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1984,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1984,Løgting,Allar kommunur,Tal av sætum,
1988,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1988,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1988,Løgting,Allar kommunur,Tal av sætum,
1990,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1990,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1990,Løgting,Allar kommunur,Tal av sætum,
1992,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1992,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1992,Løgting,Allar kommunur,Tal av sætum,
1994,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1994,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1994,Løgting,Allar kommunur,Tal av sætum,
1996,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1996,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1996,Løgting,Allar kommunur,Tal av sætum,
1998,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
1998,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
1998,Løgting,Allar kommunur,Tal av sætum,
2000,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2000,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2000,Løgting,Allar kommunur,Tal av sætum,
2002,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2002,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2002,Løgting,Allar kommunur,Tal av sætum,
2004,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2004,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2004,Løgting,Allar kommunur,Tal av sætum,
2008,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2008,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2008,Løgting,Allar kommunur,Tal av sætum,
2011,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2011,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2011,Løgting,Allar kommunur,Tal av sætum,
2012,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2012,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2012,Løgting,Allar kommunur,Tal av sætum,
2015,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2015,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2015,Løgting,Allar kommunur,Tal av sætum,
2016,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2016,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2016,Løgting,Allar kommunur,Tal av sætum,
2019,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2019,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2019,Løgting,Allar kommunur,Tal av sætum,
2020,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2020,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2020,Løgting,Allar kommunur,Tal av sætum,
2022,Løgting,Allar kommunur,Partur av sætum hjá kvinnum,
2022,Løgting,Allar kommunur,Tal av sætum hjá kvinnum,
2022,Løgting,Allar kommunur,Tal av sætum,
1984,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Argja kommuna,Tal av sætum,
1988,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Argja kommuna,Tal av sætum,
1990,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Argja kommuna,Tal av sætum,
1992,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Argja kommuna,Tal av sætum,
1994,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Argja kommuna,Tal av sætum,
1996,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Argja kommuna,Tal av sætum,
1998,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Argja kommuna,Tal av sætum,
2000,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Argja kommuna,Tal av sætum,
2002,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Argja kommuna,Tal av sætum,
2004,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Argja kommuna,Tal av sætum,
2008,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Argja kommuna,Tal av sætum,
2011,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Argja kommuna,Tal av sætum,
2012,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Argja kommuna,Tal av sætum,
2015,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Argja kommuna,Tal av sætum,
2016,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Argja kommuna,Tal av sætum,
2019,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Argja kommuna,Tal av sætum,
2020,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Argja kommuna,Tal av sætum,
2022,Løgting,Argja kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Argja kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Argja kommuna,Tal av sætum,
1984,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Bíggjar kommuna,Tal av sætum,
1988,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Bíggjar kommuna,Tal av sætum,
1990,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Bíggjar kommuna,Tal av sætum,
1992,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Bíggjar kommuna,Tal av sætum,
1994,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Bíggjar kommuna,Tal av sætum,
1996,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Bíggjar kommuna,Tal av sætum,
1998,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Bíggjar kommuna,Tal av sætum,
2000,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Bíggjar kommuna,Tal av sætum,
2002,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Bíggjar kommuna,Tal av sætum,
2004,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Bíggjar kommuna,Tal av sætum,
2008,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Bíggjar kommuna,Tal av sætum,
2011,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Bíggjar kommuna,Tal av sætum,
2012,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Bíggjar kommuna,Tal av sætum,
2015,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Bíggjar kommuna,Tal av sætum,
2016,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Bíggjar kommuna,Tal av sætum,
2019,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2019,Løgting,Bíggjar kommuna,Tal av sætum,
2020,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2020,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2020,Løgting,Bíggjar kommuna,Tal av sætum,
2022,Løgting,Bíggjar kommuna,Partur av sætum hjá kvinnum,
2022,Løgting,Bíggjar kommuna,Tal av sætum hjá kvinnum,
2022,Løgting,Bíggjar kommuna,Tal av sætum,
1984,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1984,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1984,Løgting,Eiðis kommuna,Tal av sætum,
1988,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1988,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1988,Løgting,Eiðis kommuna,Tal av sætum,
1990,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1990,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1990,Løgting,Eiðis kommuna,Tal av sætum,
1992,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1992,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1992,Løgting,Eiðis kommuna,Tal av sætum,
1994,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1994,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1994,Løgting,Eiðis kommuna,Tal av sætum,
1996,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1996,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1996,Løgting,Eiðis kommuna,Tal av sætum,
1998,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
1998,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
1998,Løgting,Eiðis kommuna,Tal av sætum,
2000,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2000,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2000,Løgting,Eiðis kommuna,Tal av sætum,
2002,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2002,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2002,Løgting,Eiðis kommuna,Tal av sætum,
2004,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2004,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2004,Løgting,Eiðis kommuna,Tal av sætum,
2008,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2008,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2008,Løgting,Eiðis kommuna,Tal av sætum,
2011,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2011,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2011,Løgting,Eiðis kommuna,Tal av sætum,
2012,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2012,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2012,Løgting,Eiðis kommuna,Tal av sætum,
2015,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2015,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2015,Løgting,Eiðis kommuna,Tal av sætum,
2016,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2016,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
2016,Løgting,Eiðis kommuna,Tal av sætum,
2019,Løgting,Eiðis kommuna,Partur av sætum hjá kvinnum,
2019,Løgting,Eiðis kommuna,Tal av sætum hjá kvinnum,
